resblock_id,resblock_name,district_name,jiedao
id5011000016084,鉴赏新华,长宁区,新华路街道
id5011000016085,天山商厦,长宁区,天山路街道
id5011000016086,金都苑,长宁区,华阳路街道
id5011000016087,晶采名人大厦,长宁区,新华路街道
id5011000016088,新安公寓,长宁区,天山路街道
id5011000016090,锦绣花园,长宁区,虹桥街道
id5011000016091,益同公寓,长宁区,仙霞新村街道
id5011000016092,景博花园,长宁区,新泾镇
id5011000016093,迅发公寓,长宁区,华阳路街道
id5011000016094,开城公寓,长宁区,虹桥街道
id5011000016095,金电大厦,长宁区,天山路街道
id5011000016096,新衡公寓,长宁区,华阳路街道
id5011000016097,雍景园,长宁区,周家桥街道
id5011000016098,张家宅小区,闵行区,虹桥镇
id5011000016099,三乐新村,静安区,江宁路街道
id5011000016100,东方金座,浦东新区,塘桥街道
id5011000016101,康定汽车公寓,静安区,曹家渡街道
id5011000016102,新外滩花苑,虹口区,提篮桥街道
id5011000016103,又一村静安,静安区,江宁路街道
id5011000016105,京西大楼,静安区,江宁路街道
id5011000016106,莱诗邸,徐汇区,徐家汇街道
id5011000016107,中亚公寓,普陀区,真如镇
id5011000016108,陆家宅,普陀区,石泉路街道
id5011000016109,燕宁苑,普陀区,长寿路街道
id5011000016110,紫云大厦,长宁区,天山路街道
id5011000016111,浦江名邸,虹口区,嘉兴路街道
id5011000016112,联华公寓,静安区,江宁路街道
id5011000016113,东元大楼,普陀区,曹杨新村街道
id5011000016114,静安鼎鑫佳园,静安区,江宁路街道
id5011000016116,三盛颐景园公寓,松江区,九亭镇
id5011000016117,玉佛城,普陀区,长寿路街道
id5011000016118,鑫康苑,静安区,曹家渡街道
id5011000016119,万千公寓,普陀区,宜川路街道
id5011000016120,浦江天第苑,杨浦区,大桥街道
id5011000016122,绿地同创大厦,普陀区,长风新村街道
id5011000016123,博园大楼,静安区,宝山路街道
id5011000016124,康德公寓,静安区,彭浦新村街道
id5011000016125,维多利亚公寓,长宁区,虹桥街道
id5011000016126,鑫安公寓,静安区,共和新路街道
id5011000016127,幸福大楼,长宁区,新华路街道
id5011000016128,滨江国际,浦东新区,平凉路街道
id5011000016128,东南华庭,浦东新区,平凉路街道
id5011000016129,栅桥小区,嘉定区,真新街道
id5011000016131,安源小区,静安区,天目西路街道
id5011000016132,梅园六街坊,浦东新区,陆家嘴街道
id5011000016133,康桥水都公寓,宝山区,杨行镇
id5011000016133,康桥水都别墅,宝山区,杨行镇
id5011000016134,公园3000,杨浦区,五角场镇
id5011000016134,公园3000黄兴花园,杨浦区,五角场镇
id5011000016135,众乐小区,静安区,江宁路街道
id5011000016136,华云大楼,长宁区,新华路街道
id5011000016137,乾溪新村,宝山区,大场镇
id5011000016138,愉景华庭,普陀区,长征镇
id5011000016140,东安小区,徐汇区,枫林路街道
id5011000016142,徐家汇景园,徐汇区,徐家汇街道
id5011000016143,芳草苑徐汇,徐汇区,漕河泾街道
id5011000016144,滨江兰庭,浦东新区,潍坊新村街道
id5011000016145,潍坊八村,浦东新区,潍坊新村街道
id5011000016146,乳山三村,浦东新区,陆家嘴街道
id5011000016147,炎虹路76弄,徐汇区,斜土路街道
id5011000016149,安阳小区,长宁区,华阳路街道
id5011000016150,精益公寓,长宁区,周家桥街道
id5011000016151,丽园公寓,黄浦区,半淞园路街道
id5011000016152,乳山二村,浦东新区,陆家嘴街道
id5011000016154,兆丰虹桥公寓,徐汇区,田林街道
id5011000016156,爱建新村,普陀区,长征镇
id5011000016157,松益公寓,杨浦区,五角场镇
id5011000016158,宛南三村,徐汇区,枫林路街道
id5011000016159,南洋广元公寓,徐汇区,徐家汇街道
id5011000016161,华丽家族花园,浦东新区,花木街道
id5011000016162,气象苑,徐汇区,漕河泾街道
id5011000016163,谨斜小区,徐汇区,枫林路街道
id5011000016165,舒城苑,徐汇区,凌云路街道
id5011000016166,徐汇锦梅苑,徐汇区,凌云路街道
id5011000016167,凯翔小区,徐汇区,漕河泾街道
id5011000016168,王家堂小区,徐汇区,徐家汇街道
id5011000016169,协友公寓,杨浦区,五角场街道
id5011000016171,中虹明珠苑,虹口区,提篮桥街道
id5011000016174,海联大厦,浦东新区,洋泾街道
id5011000016175,嘉德公寓,浦东新区,潍坊新村街道
id5011000016176,合阳小区,普陀区,甘泉路街道
id5011000016176,浦安公寓,普陀区,甘泉路街道
id5011000016177,贵人大厦,杨浦区,四平路街道
id5011000016178,共和园小区,黄浦区,小东门街道
id5011000016179,振新大厦,虹口区,欧阳路街道
id5011000016181,望江苑,黄浦区,半淞园路街道
id5011000016182,都市庭院,浦东新区,周家渡街道
id5011000016183,八车弄,黄浦区,打浦桥街道
id5011000016184,上泰花苑,浦东新区,金杨新村街道
id5011000016187,银泰花园别墅,浦东新区,花木街道
id5011000016189,陆家嘴中央公寓,浦东新区,花木街道
id5011000016190,东旺雍景苑,普陀区,长征镇
id5011000016191,逸香园,嘉定区,真新街道
id5011000016192,东盛公寓,浦东新区,南码头路街道
id5011000016193,国富苑,杨浦区,控江路街道
id5011000016194,临江豪园,徐汇区,枫林路街道
id5011000016195,锦汇苑,徐汇区,徐家汇街道
id5011000016196,南园小区,黄浦区,五里桥街道
id5011000016197,地杰国际城一期,浦东新区,北蔡镇
id5011000016199,紫薇园,徐汇区,康健新村街道
id5011000016200,阳光花园,松江区,新桥镇
id5011000016202,长芝大厦,长宁区,华阳路街道
id5011000016204,盛大花园,徐汇区,龙华街道
id5011000016206,大家源新城,长宁区,周家桥街道
id5011000016208,南天大楼,徐汇区,徐家汇街道
id5011000016210,新亚公寓,虹口区,四川北路街道
id5011000016211,西郊豪庭,长宁区,新泾镇
id5011000016212,曹杨七村,普陀区,曹杨新村街道
id5011000016213,士林华苑,黄浦区,老西门街道
id5011000016214,阳光新景,徐汇区,凌云路街道
id5011000016215,东街名庭,浦东新区,高桥镇
id5011000016216,徐汇御苑,徐汇区,枫林路街道
id5011000016217,乐山八九村,徐汇区,徐家汇街道
id5011000016217,乐山八九村待失效,徐汇区,徐家汇街道
id5011000016218,博山小区,浦东新区,洋泾街道
id5011000016219,金舟苑,浦东新区,浦兴路街道
id5011000016220,东方丽景,浦东新区,沪东新村街道
id5011000016221,江南山水,浦东新区,沪东新村街道
id5011000016222,爱家亚洲花园,浦东新区,花木街道
id5011000016223,长陇苑,徐汇区,凌云路街道
id5011000016224,东业大厦,黄浦区,小东门街道
id5011000016225,臻园公寓徐汇,徐汇区,华泾镇
id5011000016231,华升公寓,杨浦区,江浦路街道
id5011000016232,市京一村,杨浦区,五角场镇
id5011000016233,宜川四村,普陀区,宜川路街道
id5011000016234,虹林新苑,长宁区,新泾镇
id5011000016235,荣承公寓,徐汇区,枫林路街道
id5011000016236,达安长宁公寓,长宁区,新华路街道
id5011000016237,海申花园,闵行区,虹桥镇
id5011000016238,长建公寓,长宁区,天山路街道
id5011000016239,金汇花园一街坊,闵行区,虹桥镇
id5011000016240,虹梅花苑,长宁区,程家桥街道
id5011000016241,北虹公寓长宁,长宁区,新泾镇
id5011000016241,北虹公寓,长宁区,新泾镇
id5011000016242,海斯大厦,徐汇区,天平路街道
id5011000016243,龙柏三村,闵行区,虹桥镇
id5011000016244,恒力公寓,长宁区,新华路街道
id5011000016245,嘉年别墅,闵行区,虹桥镇
id5011000016246,绿洲湖畔花园,普陀区,长征镇
id5011000016247,金俊苑,闵行区,虹桥镇
id5011000016248,华山嘉苑,长宁区,新华路街道
id5011000016249,广场大厦,长宁区,虹桥街道
id5011000016250,新家坡园景苑,黄浦区,打浦桥街道
id5011000016251,华府天地,黄浦区,淮海中路街道
id5011000016252,东方家园,杨浦区,五角场街道
id5011000016255,南郊花园别墅,浦东新区,周浦镇
id5011000016256,春江锦庐,闵行区,古美街道
id5011000016257,建信大楼,杨浦区,江浦路街道
id5011000016259,上海滩新昌城,黄浦区,南京东路街道
id5011000016261,满庭芳花园别墅,长宁区,新泾镇
id5011000016263,佳成大厦公寓,黄浦区,豫园街道
id5011000016264,海泰大厦,杨浦区,平凉路街道
id5011000016265,佳信花苑,闵行区,虹桥镇
id5011000016267,东新苑,普陀区,长寿路街道
id5011000016268,振颖苑,黄浦区,打浦桥街道
id5011000016269,中兴财富国际公寓,静安区,芷江西路街道
id5011000016270,漓江山水花园,徐汇区,华泾镇
id5011000016271,联洋年华,浦东新区,花木街道
id5011000016272,思家公寓,黄浦区,打浦桥街道
id5011000016274,复地太阳城,普陀区,桃浦镇
id5011000016275,创世纪花园,徐汇区,徐家汇街道
id5011000016276,连云大楼,黄浦区,南京东路街道
id5011000016277,清馨苑,闵行区,莘庄工业区
id5011000016278,虹桥明珠公寓,闵行区,虹桥镇
id5011000016279,紫虹嘉苑,虹口区,嘉兴路街道
id5011000016280,鸿申大厦,长宁区,新华路街道
id5011000016281,平顺小区,静安区,彭浦新村街道
id5011000016283,冠龙大厦,普陀区,长寿路街道
id5011000016284,锦城公寓,黄浦区,打浦桥街道
id5011000016286,栖山苑,浦东新区,金杨新村街道
id5011000016287,内江大楼,杨浦区,延吉新村街道
id5011000016288,甘泉公寓,普陀区,甘泉路街道
id5011000016289,御品大厦,静安区,石门二路街道
id5011000016290,西雅图嘉萱苑,徐汇区,漕河泾街道
id5011000016292,嘉富利大厦,普陀区,石泉路街道
id5011000016293,蔚蓝城市花园,闵行区,古美街道
id5011000016295,嘉发大厦,静安区,石门二路街道
id5011000016296,天纪公寓,普陀区,长寿路街道
id5011000016297,珠江玫瑰花园公寓,浦东新区,洋泾街道
id5011000016299,第五大道,浦东新区,洋泾街道
id5011000016301,南洋绿都公寓,闵行区,程家桥街道
id5011000016302,静鼎安邦府邸别墅,静安区,曹家渡街道
id5011000016303,中行小区,静安区,曹家渡街道
id5011000016304,瑞嘉苑,虹口区,嘉兴路街道
id5011000016305,汤臣商务中心,浦东新区,陆家嘴街道
id5011000016306,静安艺阁,静安区,曹家渡街道
id5011000016307,君悦静安,静安区,曹家渡街道
id5011000016308,龙柏二村,闵行区,虹桥镇
id5011000016309,爵士大厦,浦东新区,潍坊新村街道
id5011000016310,上海花园公寓,闵行区,梅陇镇
id5011000016311,虹口花苑,虹口区,广中路街道
id5011000016312,利星国际广场,长宁区,华阳路街道
id5011000016314,帝庭,黄浦区,打浦桥街道
id5011000016315,静安阳光华庭,静安区,曹家渡街道
id5011000016316,丝庐花语,徐汇区,斜土路街道
id5011000016317,甘泉一村,普陀区,甘泉路街道
id5011000016319,华鼎广场,徐汇区,田林街道
id5011000016319,华鼎大厦,徐汇区,田林街道
id5011000016320,新华小区,闵行区,江川路街道
id5011000016321,滨江雅苑,宝山区,大场镇
id5011000016322,鹿特丹花园,长宁区,虹桥街道
id5011000016323,静安凤凰苑,静安区,江宁路街道
id5011000016327,安亭新镇赋苑,嘉定区,安亭镇
id5011000016328,东旺家苑,普陀区,长征镇
id5011000016329,静安阳光名都,静安区,曹家渡街道
id5011000016330,百花村,长宁区,新华路街道
id5011000016331,南泰公寓,黄浦区,半淞园路街道
id5011000016333,紫苑大厦,徐汇区,天平路街道
id5011000016334,晓园,浦东新区,金桥镇
id5011000016335,锦南公寓,徐汇区,徐家汇街道
id5011000016337,海鹏花苑,杨浦区,平凉路街道
id5011000016338,怡桂苑,徐汇区,田林街道
id5011000016339,华馨公寓,徐汇区,长桥街道
id5011000016340,临沂大楼,浦东新区,南码头路街道
id5011000016341,尚诚国际苑,普陀区,长风新村街道
id5011000016342,联农大厦,普陀区,曹杨新村街道
id5011000016343,协昌小区,徐汇区,枫林路街道
id5011000016345,东体小区,虹口区,曲阳路街道
id5011000016345,东体育会路471号,虹口区,曲阳路街道
id5011000016345,东体育会路431号,虹口区,曲阳路街道
id5011000016345,东体育会路473号,虹口区,曲阳路街道
id5011000016346,桃浦二村永汇新苑,普陀区,桃浦镇
id5011000016348,东浜小区,长宁区,江苏路街道
id5011000016349,何家宅小区,虹口区,广中路街道
id5011000016350,爱庐世纪新苑,闵行区,颛桥镇
id5011000016352,百富达公寓,浦东新区,潍坊新村街道
id5011000016354,长春公寓,虹口区,四川北路街道
id5011000016356,茂名大楼,黄浦区,瑞金二路街道
id5011000016357,三兴大楼,静安区,芷江西路街道
id5011000016359,张江汤臣豪园一期别墅,浦东新区,张江镇
id5011000016362,茶陵小区,徐汇区,斜土路街道
id5011000016362,茶陵路75弄,徐汇区,斜土路街道
id5011000016364,城市经典四期,浦东新区,张江镇
id5011000016365,环球广场,浦东新区,洋泾街道
id5011000016368,同济绿园,杨浦区,四平路街道
id5011000016370,图门小区,杨浦区,长白新村街道
id5011000016370,图们小区,杨浦区,长白新村街道
id5011000016371,永和三村,静安区,彭浦镇
id5011000016372,昆泰大厦,静安区,芷江西路街道
id5011000016375,金城绿苑公寓,闵行区,莘庄镇
id5011000016377,宏安家园宏昌楼,静安区,曹家渡街道
id5011000016378,君御豪庭,静安区,江宁路街道
id5011000016379,爱建大厦,徐汇区,徐家汇街道
id5011000016380,古北瑞仕花园,长宁区,虹桥街道
id5011000016381,银星名庭,徐汇区,漕河泾街道
id5011000016383,樱源晶舍,长宁区,新泾镇
id5011000016384,慧芝湖花园,静安区,大宁路街道
id5011000016385,控江四村,杨浦区,控江路街道
id5011000016386,爵仕悦,浦东新区,周家渡街道
id5011000016388,绿洲雅宾利花园,静安区,宝山路街道
id5011000016388,绿洲雅宾利花园一期,静安区,宝山路街道
id5011000016389,乐山大楼,徐汇区,徐家汇街道
id5011000016390,南丹大楼,徐汇区,徐家汇街道
id5011000016391,裕华大厦,徐汇区,天平路街道
id5011000016394,金泽苑,浦东新区,浦兴路街道
id5011000016395,广洋苑,浦东新区,金杨新村街道
id5011000016397,盛世家园,静安区,彭浦镇
id5011000016398,恒升大厦,黄浦区,打浦桥街道
id5011000016399,淀湖山庄,青浦区,朱家角镇
id5011000016400,上影广场,徐汇区,徐家汇街道
id5011000016400,上影广场徐汇,徐汇区,徐家汇街道
id5011000016402,百汇大厦,黄浦区,打浦桥街道
id5011000016404,人才大厦,黄浦区,打浦桥街道
id5011000016406,金浦小区塘桥,浦东新区,塘桥街道
id5011000016407,中芯花园公寓,浦东新区,张江镇
id5011000016409,德玛公寓,黄浦区,打浦桥街道
id5011000016411,名门河滨花园,浦东新区,洋泾街道
id5011000016413,永新城,徐汇区,徐家汇街道
id5011000016414,江南新苑卢湾,黄浦区,五里桥街道
id5011000016414,江南新苑,黄浦区,五里桥街道
id5011000016415,曹杨四村,普陀区,曹杨新村街道
id5011000016415,曹杨四村兰花园,普陀区,曹杨新村街道
id5011000016416,雅士公寓,黄浦区,半淞园路街道
id5011000016417,宜川一村,普陀区,宜川路街道
id5011000016419,百花公寓,黄浦区,半淞园路街道
id5011000016420,徐汇苑,徐汇区,枫林路街道
id5011000016422,久事西郊花园,青浦区,徐泾镇
id5011000016460,虹桥怡景苑,长宁区,新泾镇
id5011000016462,中汇花园徐汇,徐汇区,天平路街道
id5011000016466,浙江中路185号,黄浦区,南京东路街道
id5011000016467,景凤小区,静安区,临汾路街道
id5011000016468,闻喜小区,静安区,彭浦新村街道
id5011000016468,场中路2351弄,静安区,彭浦新村街道
id5011000016470,古北新城,闵行区,虹桥镇
id5011000016471,上海香港花园,闵行区,华漕镇
id5011000016472,金色黄浦,黄浦区,淮海中路街道
id5011000016473,中福公寓,浦东新区,花木街道
id5011000016475,锦佳苑,静安区,共和新路街道
id5011000016476,工汇花苑,普陀区,甘泉路街道
id5011000016478,瀚林世家,静安区,曹家渡街道
id5011000016480,好旺花苑,宝山区,大场镇
id5011000016482,金沙丽晶苑,嘉定区,真新街道
id5011000016483,建华大厦,普陀区,长风新村街道
id5011000016484,金地格林世界春晓,嘉定区,南翔镇
id5011000016485,长风大楼,普陀区,长征镇
id5011000016487,盛源大厦,长宁区,华阳路街道
id5011000016489,华师大三村,普陀区,长风新村街道
id5011000016491,久华佳苑,宝山区,大场镇
id5011000016492,嘉瑞花苑,徐汇区,斜土路街道
id5011000016493,象源丽都,普陀区,长征镇
id5011000016496,振光大厦,普陀区,长征镇
id5011000016498,康泰新城,宝山区,大场镇
id5011000016499,雅州公寓,黄浦区,南京东路街道
id5011000016500,书香名第,普陀区,长风新村街道
id5011000016503,中鼎豪园,普陀区,真如镇
id5011000016504,名仕苑,徐汇区,徐家汇街道
id5011000016505,世纪花苑,静安区,彭浦镇
id5011000016506,曹杨华庭,普陀区,曹杨新村街道
id5011000016507,中梅苑,闵行区,梅陇镇
id5011000016508,东方明珠大宁公寓,静安区,大宁路街道
id5011000016509,白金府邸,虹口区,提篮桥街道
id5011000016510,黄浦华庭,黄浦区,半淞园路街道
id5011000016511,平安大厦,静安区,江宁路街道
id5011000016512,实华公寓,黄浦区,老西门街道
id5011000016514,泰和新城,宝山区,曹路镇
id5011000016514,泰和新城泰和西路3499弄,宝山区,曹路镇
id5011000016515,胜利小区浦东,浦东新区,合庆镇
id5011000016516,陈家宅小区,浦东新区,潍坊新村街道
id5011000016516,陈家宅小区浦东大道,浦东新区,潍坊新村街道
id5011000016517,东城新村,浦东新区,花木街道
id5011000016518,莱茵半岛,杨浦区,五角场镇
id5011000016519,天恒名城,闵行区,莘庄工业区
id5011000016521,眉州坊,杨浦区,大桥街道
id5011000016522,南站阳光小区,徐汇区,凌云路街道
id5011000016524,淡水公寓,黄浦区,淮海中路街道
id5011000016525,新北大楼,虹口区,江湾镇街道
id5011000016526,罗秀三村,徐汇区,长桥街道
id5011000016527,申华小区,浦东新区,曹路镇
id5011000016528,新梅花苑,闵行区,莘庄镇
id5011000016529,中桥大楼,普陀区,曹杨新村街道
id5011000016530,康健丽都,闵行区,古美街道
id5011000016532,幸福老公寓,静安区,静安寺街道
id5011000016533,大华锦绣华城十八街区公寓,浦东新区,北蔡镇
id5011000016536,乔爱别墅,松江区,新桥镇
id5011000016538,扬波大厦,静安区,宝山路街道
id5011000016539,公安住宅小区,徐汇区,田林街道
id5011000016540,嘉阳公寓,长宁区,新华路街道
id5011000016544,安顺苑,杨浦区,四平路街道
id5011000016545,江升公寓,杨浦区,江浦路街道
id5011000016546,缘圆宝邸,嘉定区,江桥镇
id5011000016563,上南花城,浦东新区,上钢新村街道
id5011000016567,东航公寓,徐汇区,田林街道
id5011000016568,圣和圣广场公寓,静安区,北站街道
id5011000016569,金鼎公寓普陀,普陀区,真如镇
id5011000016570,瑞德公寓,黄浦区,瑞金二路街道
id5011000016571,虹田苑,闵行区,虹桥镇
id5011000016572,绿洲长岛花园,松江区,九亭镇
id5011000016573,广兴公寓,静安区,芷江西路街道
id5011000016574,华师大一村,普陀区,长风新村街道
id5011000016575,中二小区,长宁区,江苏路街道
id5011000016576,中南小区,黄浦区,半淞园路街道
id5011000016577,嘉秀新苑,嘉定区,真新街道
id5011000016578,华容小区,徐汇区,枫林路街道
id5011000016579,沪昌公寓,杨浦区,五角场街道
id5011000016580,南昌花苑,黄浦区,瑞金二路街道
id5011000016581,志业公寓,静安区,宝山路街道
id5011000016582,民苑小区,徐汇区,龙华街道
id5011000016583,佘山花苑,松江区,佘山镇
id5011000016584,天山公寓,长宁区,仙霞新村街道
id5011000016586,长宁大厦,长宁区,华阳路街道
id5011000016588,法华门大厦,长宁区,新华路街道
id5011000016589,密云花苑,虹口区,曲阳路街道
id5011000016590,曹杨汽车公寓,普陀区,长风新村街道
id5011000016593,虹东小区,长宁区,虹桥街道
id5011000016595,华泰大厦,徐汇区,天平路街道
id5011000016597,协和小区,长宁区,新泾镇
id5011000016597,协和小区协和路699弄,长宁区,新泾镇
id5011000016599,绿邑翠苑,徐汇区,漕河泾街道
id5011000016600,太原邸,徐汇区,天平路街道
id5011000016601,潍坊三村,浦东新区,潍坊新村街道
id5011000016602,达安河畔雅苑,静安区,长寿路街道
id5011000016603,雅阁花园,松江区,新桥镇
id5011000016604,金色贝拉维,长宁区,虹桥街道
id5011000016604,金色贝拉维,闵行区,虹桥街道
id5011000016606,万华小区,长宁区,华阳路街道
id5011000016607,欣怡小区,长宁区,华阳路街道
id5011000016608,宝华现代城,静安区,大宁路街道
id5011000016609,联洋新苑,浦东新区,花木街道
id5011000016610,凯旋豪庭,徐汇区,徐家汇街道
id5011000016618,水霞小区,长宁区,仙霞新村街道
id5011000016644,海富公寓,长宁区,新华路街道
id5011000016644,海富公寓,浦东新区,新华路街道
id5011000016653,桂莘小区,徐汇区,康健新村街道
id5011000016659,桃源新村,黄浦区,豫园街道
id5011000016662,瑞金新苑,黄浦区,打浦桥街道
id5011000016663,星辰公寓,长宁区,华阳路街道
id5011000016665,东亚公寓,徐汇区,天平路街道
id5011000016666,鼎邦丽池,长宁区,新泾镇
id5011000016666,鼎邦丽池公寓,长宁区,新泾镇
id5011000016667,建德坊,黄浦区,淮海中路街道
id5011000016668,申银发展大厦公寓,静安区,石门二路街道
id5011000016670,申亚新华府,长宁区,新华路街道
id5011000016671,罗秀苑,闵行区,梅陇镇
id5011000016672,御墅花园别墅,长宁区,新泾镇
id5011000016674,真如西村,普陀区,真如镇
id5011000016675,静安国际广场,静安区,江宁路街道
id5011000016676,华丽家族古北花园,长宁区,虹桥街道
id5011000016677,古宋小区,长宁区,仙霞新村街道
id5011000016678,北美公寓,静安区,共和新路街道
id5011000016679,中星海上名庭公寓,普陀区,长征镇
id5011000016679,中星海上名庭一期,普陀区,长征镇
id5011000016680,静安城,静安区,曹家渡街道
id5011000016682,长阳新苑,杨浦区,大桥街道
id5011000016684,澳门家园,普陀区,长寿路街道
id5011000016685,三友星墅公寓,青浦区,华新镇
id5011000016686,长海坊,徐汇区,康健新村街道
id5011000016687,新天大厦,普陀区,长寿路街道
id5011000016689,珺乐苑,宝山区,高境镇
id5011000016690,铭晖西郊苑,长宁区,新泾镇
id5011000016692,宁泉新苑,普陀区,石泉路街道
id5011000016693,徐家汇花园,徐汇区,枫林路街道
id5011000016696,新华名苑,长宁区,新华路街道
id5011000016697,潍坊一村,浦东新区,潍坊新村街道
id5011000016698,南吉公寓,黄浦区,老西门街道
id5011000016702,汇豪天下,浦东新区,陆家嘴街道
id5011000016703,银南大厦,黄浦区,半淞园路街道
id5011000016704,嘉和花苑,闵行区,梅陇镇
id5011000016717,协泰中心,长宁区,虹桥街道
id5011000016723,书香逸居,徐汇区,凌云路街道
id5011000016724,书香苑,徐汇区,凌云路街道
id5011000016725,书香公寓,杨浦区,四平路街道
id5011000016732,蒋家桥小区,虹口区,欧阳路街道
id5011000016734,大同花园南区,黄浦区,打浦桥街道
id5011000016735,日晖新城,徐汇区,斜土路街道
id5011000016736,龙兆苑,徐汇区,龙华街道
id5011000016741,新路小区,徐汇区,徐家汇街道
id5011000016742,富天苑,杨浦区,控江路街道
id5011000016743,海叶公寓,闵行区,虹桥镇
id5011000016747,龚家宅,普陀区,宜川路街道
id5011000016751,绿川馨康苑,浦东新区,北蔡镇
id5011000016754,建西小区,徐汇区,天平路街道
id5011000016757,仁恒家园,浦东新区,高桥镇
id5011000016758,曲阳新村,虹口区,欧阳路街道
id5011000016760,虹桥丽景苑,长宁区,虹桥街道
id5011000016761,虹桥国际大厦,长宁区,周家桥街道
id5011000016762,英伦风尚公寓,松江区,九亭镇
id5011000016763,经典茂名公寓,静安区,南京西路街道
id5011000016764,悦达花苑,闵行区,华阳路街道
id5011000016764,悦达花苑,长宁区,华阳路街道
id5011000016766,运泰公寓,黄浦区,打浦桥街道
id5011000016767,天安花园,浦东新区,花木街道
id5011000016768,甜爱大楼,虹口区,欧阳路街道
id5011000016769,凯德林茵湖畔别墅,闵行区,华漕镇
id5011000016771,金色港湾,徐汇区,斜土路街道
id5011000016772,南文大厦,黄浦区,老西门街道
id5011000016774,芷江公寓,静安区,宝山路街道
id5011000016775,南洋新都,长宁区,新泾镇
id5011000016777,中星雅苑,长宁区,仙霞新村街道
id5011000016779,复地香堤苑,松江区,方松街道
id5011000016781,化工小区静安,静安区,南京西路街道
id5011000016782,枕流公寓,静安区,静安寺街道
id5011000016783,长虹小区,长宁区,虹桥街道
id5011000016783,湘江大厦,长宁区,虹桥街道
id5011000016787,智荟苑,普陀区,宜川路街道
id5011000016788,建德花园牡丹苑,普陀区,长征镇
id5011000016789,欧洲花园,虹口区,嘉兴路街道
id5011000016790,明珠大楼,长宁区,虹桥街道
id5011000016791,珊瑚苑,虹口区,广中路街道
id5011000016793,中山北路831弄,静安区,共和新路街道
id5011000016794,长福公寓,长宁区,仙霞新村街道
id5011000016795,兆仪大厦,长宁区,华阳路街道
id5011000016797,光鸿苑,浦东新区,南码头路街道
id5011000016800,惠扬大厦,浦东新区,洋泾街道
id5011000016801,吴兴大楼,徐汇区,天平路街道
id5011000016802,东湖小区,长宁区,仙霞新村街道
id5011000016803,鼎新大楼公寓,徐汇区,天平路街道
id5011000016805,紫藤苑,徐汇区,康健新村街道
id5011000016805,紫藤苑,浦东新区,康健新村街道
id5011000016807,长发虹桥公寓,长宁区,虹桥街道
id5011000016811,海伦大厦,虹口区,嘉兴路街道
id5011000016823,三泉家园,静安区,彭浦新村街道
id5011000016827,紫竹华庭,浦东新区,周家渡街道
id5011000016831,共康路400弄,宝山区,庙行镇
id5011000016832,虹口嘉苑,虹口区,江湾镇街道
id5011000016836,峥宸苑,静安区,大宁路街道
id5011000016837,复元坊,静安区,芷江西路街道
id5011000016843,众城商厦,浦东新区,塘桥街道
id5011000016846,东新大厦,黄浦区,外滩街道
id5011000016848,家化滨江苑,浦东新区,塘桥街道
id5011000016849,宏汇大厦,徐汇区,徐家汇街道
id5011000016852,莱克大厦,杨浦区,四平路街道
id5011000016855,双阳公寓,杨浦区,大桥街道
id5011000016857,新村路400弄,普陀区,甘泉路街道
id5011000016859,仁恒广场,浦东新区,塘桥街道
id5011000016861,皇家公寓公寓,静安区,静安寺街道
id5011000016862,瑞雪大楼,黄浦区,瑞金二路街道
id5011000016863,中环锦园,普陀区,长征镇
id5011000016864,淮海大厦,黄浦区,南京东路街道
id5011000016866,漕溪大楼,徐汇区,徐家汇街道
id5011000016867,万荣小区,静安区,彭浦镇
id5011000016868,汤臣豪园一期,浦东新区,张江镇
id5011000016869,君悦花园,长宁区,程家桥街道
id5011000016870,兴南花园,徐汇区,天平路街道
id5011000016871,大金更小区,长宁区,仙霞新村街道
id5011000016872,汤臣高尔夫别墅,浦东新区,张江镇
id5011000016873,明园森林都市,静安区,大宁路街道
id5011000016874,宏祥花苑,虹口区,欧阳路街道
id5011000016875,明园世纪城,徐汇区,天平路街道
id5011000016876,虹桥中园,长宁区,程家桥街道
id5011000016877,瑞禾明苑,浦东新区,高桥镇
id5011000016880,愚园书香公寓,长宁区,江苏路街道
id5011000016881,沙申新村,闵行区,新虹街道
id5011000016882,盛世年华,浦东新区,洋泾街道
id5011000016882,盛世年华,宝山区,洋泾街道
id5011000016883,今日丽园,长宁区,新华路街道
id5011000016887,虹桥新城,长宁区,周家桥街道
id5011000016888,新丰小区,静安区,江宁路街道
id5011000016889,虹桥万博花园,长宁区,周家桥街道
id5011000016889,虹桥万博花园,闵行区,周家桥街道
id5011000016890,阳明新城,杨浦区,江浦路街道
id5011000016891,兴业嘉园,浦东新区,潍坊新村街道
id5011000016892,鑫兴大厦,黄浦区,瑞金二路街道
id5011000016893,天山河畔花园,长宁区,周家桥街道
id5011000016895,锦麟天地雅苑,黄浦区,淮海中路街道
id5011000016896,富民公寓,静安区,南京西路街道
id5011000016897,罗阳一村,闵行区,梅陇镇
id5011000016898,福华花苑,徐汇区,斜土路街道
id5011000016898,福华花苑,闵行区,斜土路街道
id5011000016899,怡华苑,宝山区,大场镇
id5011000016900,丰盛雅苑,嘉定区,江桥镇
id5011000016901,晨林花苑,虹口区,嘉兴路街道
id5011000016902,银马苑,浦东新区,三林镇
id5011000016903,上钞苑,普陀区,长征镇
id5011000016904,东明苑,浦东新区,周家渡街道
id5011000016905,申龙大楼,黄浦区,五里桥街道
